VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,MEINS,RFWRT,WAERS,ERDAT,ERZET,MATNR,BWART,AEDAT,FKTYP
0000009745,000010,0080013195,000010,J,C,291.0,ST,0.0, ,20040114,040240, ,601,00000000, 
0000009745,000010,0090034335,000010,M,C,291.0,ST,19700.7,EUR,20040116,040326, , ,00000000,L
0000009745,000010,4900031198,000001,R,C,291.0,ST,7566.0,EUR,20040115,040241,DPC1012,601,00000000, 
0000009745,000020,0080013195,000020,J,C,304.0,ST,0.0, ,20040114,040240, ,601,00000000, 
0000009745,000020,0090034335,000020,M,C,304.0,ST,78918.4,EUR,20040116,040326, , ,00000000,L
0000009745,000020,4900031198,000002,R,C,304.0,ST,54720.09,EUR,20040115,040241,DPC1005,601,00000000, 
0000009745,000030,0080013195,000030,J,C,58.0,ST,0.0, ,20040114,040240, ,601,00000000, 
0000009745,000030,0090034335,000030,M,C,58.0,ST,5550.6,EUR,20040116,040326, , ,00000000,L
0000009745,000030,4900031198,000003,R,C,58.0,ST,3938.21,EUR,20040115,040241,DPC1016,601,00000000, 
0000009746,000010,0080013218,000010,J,C,70.0,ST,0.0, ,20040115,060053, ,601,00000000, 
0000009746,000010,0090034365,000010,M,C,70.0,ST,45500.0,USD,20040120,060135, , ,00000000,L
0000009746,000010,4900031216,000001,R,C,70.0,ST,20020.0,USD,20040116,060158,1400-310,601,00000000, 
0000009747,000010,0080013219,000010,J,C,15.0,ST,0.0, ,20040115,060055, ,601,00000000, 
0000009747,000010,0090034366,000010,M,C,15.0,ST,4911.0,USD,20040120,060138, , ,00000000,L
0000009747,000010,4900031217,000001,R,C,15.0,ST,2595.0,USD,20040116,060201,M-12,601,00000000, 
0000009747,000020,0080013219,000020,J,C,17.0,ST,0.0, ,20040115,060055, ,601,00000000, 
0000009747,000020,0090034366,000020,M,C,17.0,ST,5315.9,USD,20040120,060138, , ,00000000,L
0000009747,000020,4900031217,000002,R,C,17.0,ST,2975.0,USD,20040116,060201,M-20,601,00000000, 
0000009747,000030,0080013219,000030,J,C,9.0,ST,0.0, ,20040115,060055, ,601,00000000, 
0000009747,000030,0090034366,000030,M,C,9.0,ST,6064.2,USD,20040120,060138, , ,00000000,L
0000009747,000030,4900031217,000003,R,C,9.0,ST,2934.0,USD,20040116,060201,M-08,601,00000000, 
0000009747,000040,0080013219,000040,J,C,2.0,ST,0.0, ,20040115,060055, ,601,00000000, 
0000009747,000040,0090034366,000040,M,C,2.0,ST,913.0,USD,20040120,060138, , ,00000000,L
0000009747,000040,4900031217,000004,R,C,2.0,ST,450.0,USD,20040116,060201,M-04,601,00000000, 
0000009748,000010,0080013220,000010,J,C,12.0,ST,0.0, ,20040115,060058, ,601,00000000, 
0000009748,000010,0090034367,000010,M,C,12.0,ST,8707.2,USD,20040120,060143, , ,00000000,L
0000009748,000010,4900031218,000001,R,C,12.0,ST,5052.0,USD,20040116,060206,M-16,601,00000000, 
0000009749,000010,0080013221,000010,J,C,50.0,ST,0.0, ,20040115,060100, ,601,00000000, 
0000009749,000010,0090034368,000010,M,C,50.0,ST,14370.0,USD,20040120,060147, , ,00000000,L
0000009749,000010,4900031219,000001,R,C,50.0,ST,8650.0,USD,20040116,060210,M-12,601,00000000, 
0000009749,000020,0080013221,000020,J,C,42.0,ST,0.0, ,20040115,060100, ,601,00000000, 
0000009749,000020,0090034368,000020,M,C,42.0,ST,26199.6,USD,20040120,060147, , ,00000000,L
0000009749,000020,4900031219,000002,R,C,42.0,ST,13692.0,USD,20040116,060210,M-08,601,00000000, 
0000009749,000030,0080013221,000030,J,C,50.0,ST,0.0, ,20040115,060100, ,601,00000000, 
0000009749,000030,0090034368,000030,M,C,50.0,ST,34780.0,USD,20040120,060147, , ,00000000,L
0000009749,000030,4900031219,000003,R,C,50.0,ST,21050.0,USD,20040116,060210,M-16,601,00000000, 
0000009749,000040,0080013221,000040,J,C,72.0,ST,0.0, ,20040115,060100, ,601,00000000, 
0000009749,000040,0090034368,000040,M,C,72.0,ST,29988.0,USD,20040120,060147, , ,00000000,L
0000009749,000040,4900031219,000004,R,C,72.0,ST,16200.0,USD,20040116,060210,M-04,601,00000000, 
0000009750,000010,0080013222,000010,J,C,43.0,ST,0.0, ,20040115,060102, ,601,00000000, 
0000009750,000010,0090034369,000010,M,C,43.0,ST,12457.1,USD,20040120,060151, , ,00000000,L
0000009750,000010,4900031220,000001,R,C,43.0,ST,7525.0,USD,20040116,060215,M-20,601,00000000, 
0000009751,000010,0080013196,000010,J,C,23.0,ST,0.0, ,20040114,080830, ,601,00000000, 
0000009751,000010,0090034317,000010,M,C,23.0,ST,59800.0,EUR,20040114,080856, , ,00000000,L
0000009751,000010,4900031183,000001,R,C,23.0,ST,17710.0,EUR,20040114,080844,P-102,601,00000000, 
0000009752,000010,0080013197,000010,J,C,19.0,ST,0.0, ,20040114,080922, ,601,00000000, 
0000009752,000010,0090034318,000010,M,C,19.0,ST,57000.0,EUR,20040114,080928, , ,00000000,L
0000009752,000010,4900031184,000001,R,C,19.0,ST,17860.0,EUR,20040114,080926,P-103,601,00000000, 
0000009753,000010,0080013198,000010,J,C,25.0,ST,0.0, ,20040114,080936, ,601,00000000, 
0000009753,000010,0090034319,000010,M,C,25.0,ST,76250.0,EUR,20040114,080941, , ,00000000,L
0000009753,000010,4900031185,000001,R,C,25.0,ST,20000.0,EUR,20040114,080939,P-104,601,00000000, 
0000009754,000010,0080013199,000010,J,C,22.0,ST,0.0, ,20040114,080953, ,601,00000000, 
0000009754,000010,0090034320,000010,M,C,22.0,ST,57200.0,EUR,20040114,081000, , ,00000000,L
0000009754,000010,4900031186,000001,R,C,22.0,ST,16940.0,EUR,20040114,080957,P-102,601,00000000, 
0000009755,000010,0080013200,000010,J,C,18.0,ST,0.0, ,20040114,081010, ,601,00000000, 
0000009755,000010,0090034321,000010,M,C,18.0,ST,54000.0,EUR,20040114,081016, , ,00000000,L
0000009755,000010,4900031187,000001,R,C,18.0,ST,16920.0,EUR,20040114,081014,P-103,601,00000000, 
0000009756,000010,0080013201,000010,J,C,26.0,ST,0.0, ,20040114,081022, ,601,00000000, 
0000009756,000010,0090034322,000010,M,C,26.0,ST,79300.0,EUR,20040114,081027, , ,00000000,L
0000009756,000010,4900031188,000001,R,C,26.0,ST,20800.0,EUR,20040114,081025,P-104,601,00000000, 
0000009757,000010,0080013202,000010,J,C,23.0,ST,0.0, ,20040114,081034, ,601,00000000, 
0000009757,000010,0090034323,000010,M,C,23.0,ST,69000.0,EUR,20040114,081040, , ,00000000,L
0000009757,000010,4900031189,000001,R,C,23.0,ST,16447.3,EUR,20040114,081037,P-102,601,00000000, 
0000009758,000010,0080013203,000010,J,C,17.0,ST,0.0, ,20040114,081047, ,601,00000000, 
0000009758,000010,0090034324,000010,M,C,17.0,ST,57800.0,EUR,20040114,081052, , ,00000000,L
0000009758,000010,4900031190,000001,R,C,17.0,ST,15268.04,EUR,20040114,081050,P-103,601,00000000, 
0000009759,000010,0080013204,000010,J,C,24.0,ST,0.0, ,20040114,081058, ,601,00000000, 
0000009759,000010,0090034325,000010,M,C,24.0,ST,82800.0,EUR,20040114,081103, , ,00000000,L
0000009759,000010,4900031191,000001,R,C,24.0,ST,17932.08,EUR,20040114,081101,P-104,601,00000000, 
0000009760,000010,0080013205,000010,J,C,32.0,ST,0.0, ,20040114,081109, ,601,00000000, 
0000009760,000010,0090034326,000010,M,C,32.0,ST,96000.0,EUR,20040114,081113, , ,00000000,L
0000009760,000010,4900031192,000001,R,C,32.0,ST,22883.2,EUR,20040114,081112,P-102,601,00000000, 
0000009761,000010,0080013206,000010,J,C,23.0,ST,0.0, ,20040114,081120, ,601,00000000, 
0000009761,000010,0090034327,000010,M,C,23.0,ST,78200.0,EUR,20040114,081125, , ,00000000,L
0000009761,000010,4900031193,000001,R,C,23.0,ST,20656.76,EUR,20040114,081123,P-103,601,00000000, 
0000009762,000010,0080013207,000010,J,C,34.0,ST,0.0, ,20040114,081132, ,601,00000000, 
0000009762,000010,0090034328,000010,M,C,34.0,ST,117300.0,EUR,20040114,081136, , ,00000000,L
0000009762,000010,4900031194,000001,R,C,34.0,ST,25403.78,EUR,20040114,081134,P-104,601,00000000, 
0000009764,000010,0080013238,000010,J,C,55.0,ST,0.0, ,20040116,040209, ,601,00000000, 
0000009764,000010,0090034351,000010,M,C,55.0,ST,385000.0,EUR,20040120,040528, , ,00000000,L
0000009764,000010,4900031236,000001,R,C,55.0,ST,205283.65,EUR,20040119,040439,1400-315,601,00000000, 
0000009765,000010,0080013239,000010,J,C,9.0,ST,0.0, ,20040116,040210, ,601,00000000, 
0000009765,000010,0090034352,000010,M,C,9.0,ST,11660.4,EUR,20040120,040531, , ,00000000,L
0000009765,000010,4900031237,000001,R,C,9.0,ST,7546.5,EUR,20040119,040443,M-16,601,00000000, 
0000009765,000020,0080013239,000020,J,C,12.0,ST,0.0, ,20040116,040210, ,601,00000000, 
0000009765,000020,0090034352,000020,M,C,12.0,ST,10676.4,EUR,20040120,040531, , ,00000000,L
0000009765,000020,4900031237,000002,R,C,12.0,ST,6933.6,EUR,20040119,040443,M-20,601,00000000, 
0000009765,000030,0080013239,000030,J,C,7.0,ST,0.0, ,20040116,040210, ,601,00000000, 
0000009765,000030,0090034352,000030,M,C,7.0,ST,7866.6,EUR,20040120,040531, , ,00000000,L
0000009765,000030,4900031237,000003,R,C,7.0,ST,5118.4,EUR,20040119,040443,M-08,601,00000000, 
0000009765,000040,0080013239,000040,J,C,11.0,ST,0.0, ,20040116,040210, ,601,00000000, 
0000009765,000040,0090034352,000040,M,C,11.0,ST,8661.4,EUR,20040120,040531, , ,00000000,L
0000009765,000040,4900031237,000004,R,C,11.0,ST,5624.33,EUR,20040119,040443,M-12,601,00000000, 
0000009766,000010,0080013240,000010,J,C,1.0,ST,0.0, ,20040116,040213, ,601,00000000, 
0000009766,000010,0090034353,000010,M,C,1.0,ST,1016.5,EUR,20040120,040536, , ,00000000,L
0000009766,000010,4900031238,000001,R,C,1.0,ST,659.6,EUR,20040119,040446,M-04,601,00000000, 
0000009767,000010,0080013241,000010,J,C,47.0,ST,0.0, ,20040116,040215, ,601,00000000, 
0000009767,000010,0090034354,000010,M,C,47.0,ST,38427.2,EUR,20040120,040539, , ,00000000,L
0000009767,000010,4900031239,000001,R,C,47.0,ST,27156.6,EUR,20040119,040450,M-20,601,00000000, 
0000009767,000020,0080013241,000020,J,C,31.0,ST,0.0, ,20040116,040215, ,601,00000000, 
0000009767,000020,0090034354,000020,M,C,31.0,ST,38750.0,EUR,20040120,040539, , ,00000000,L
0000009767,000020,4900031239,000002,R,C,31.0,ST,22667.22,EUR,20040119,040450,M-08,601,00000000, 
0000009767,000030,0080013241,000030,J,C,54.0,ST,0.0, ,20040116,040215, ,601,00000000, 
0000009767,000030,0090034354,000030,M,C,54.0,ST,51850.8,EUR,20040120,040539, , ,00000000,L
0000009767,000030,4900031239,000003,R,C,54.0,ST,35618.4,EUR,20040119,040450,M-04,601,00000000, 
0000009767,000040,0080013241,000040,J,C,38.0,ST,0.0, ,20040116,040215, ,601,00000000, 
0000009767,000040,0090034354,000040,M,C,38.0,ST,28405.0,EUR,20040120,040539, , ,00000000,L
0000009767,000040,4900031239,000004,R,C,38.0,ST,19429.49,EUR,20040119,040450,M-12,601,00000000, 
0000009768,000010,0080013242,000010,J,C,41.0,ST,0.0, ,20040116,040218, ,601,00000000, 
0000009768,000010,0090034355,000010,M,C,41.0,ST,50081.5,EUR,20040120,040544, , ,00000000,L
0000009768,000010,4900031240,000001,R,C,41.0,ST,34378.5,EUR,20040119,040453,M-16,601,00000000, 
0000009769,000010,0080013243,000010,J,C,25.0,ST,0.0, ,20040123,040247, ,601,00000000, 
0000009769,000010,0090034370,000010,M,C,25.0,ST,85385.0,EUR,20040127,040218, , ,00000000,L
0000009769,000010,4900031271,000001,R,C,25.0,ST,18478.5,EUR,20040126,040338,P-104,601,00000000, 
0000009769,000020,0080013243,000020,J,C,30.0,ST,0.0, ,20040123,040247, ,601,00000000, 
0000009769,000020,0090034370,000020,M,C,30.0,ST,99702.0,EUR,20040127,040218, , ,00000000,L
0000009769,000020,4900031271,000002,R,C,30.0,ST,26646.3,EUR,20040126,040338,P-103,601,00000000, 
0000009769,000030,0080013243,000030,J,C,65.0,ST,0.0, ,20040123,040247, ,601,00000000, 
0000009769,000030,0090034370,000030,M,C,65.0,ST,207051.0,EUR,20040127,040218, , ,00000000,L
0000009769,000030,4900031271,000003,R,C,65.0,ST,43465.5,EUR,20040126,040338,P-402,601,00000000, 
0000009769,000040,0080013243,000040,J,C,40.0,ST,0.0, ,20040123,040247, ,601,00000000, 
0000009769,000040,0090034370,000040,M,C,40.0,ST,107168.0,EUR,20040127,040218, , ,00000000,L
0000009769,000040,4900031271,000004,R,C,40.0,ST,29613.2,EUR,20040126,040338,P-101,601,00000000, 
0000009770,000010,0080013244,000010,J,C,24.0,ST,0.0, ,20040123,040304, ,601,00000000, 
0000009770,000010,0090034371,000010,M,C,24.0,ST,72890.4,EUR,20040127,040303, , ,00000000,L
0000009770,000010,4900031272,000001,R,C,24.0,ST,16929.6,EUR,20040126,040406,P-102,601,00000000, 
0000009771,000010,0080013245,000010,J,C,36.0,ST,0.0, ,20040123,060139, ,601,00000000, 
0000009771,000010,0090034372,000010,M,C,36.0,ST,136836.0,USD,20040127,060252, , ,00000000,L
0000009771,000010,4900031273,000001,R,C,36.0,ST,52054.2,USD,20040126,060106,P-103,601,00000000, 
0000009771,000020,0080013245,000020,J,C,29.0,ST,0.0, ,20040123,060139, ,601,00000000, 
0000009771,000020,0090034372,000020,M,C,29.0,ST,101413.0,USD,20040127,060252, , ,00000000,L
0000009771,000020,4900031273,000002,R,C,29.0,ST,47978.76,USD,20040126,060106,P-102,601,00000000, 
0000009771,000030,0080013245,000030,J,C,30.0,ST,0.0, ,20040123,060139, ,601,00000000, 
0000009771,000030,0090034372,000030,M,C,30.0,ST,108000.0,USD,20040127,060252, , ,00000000,L
0000009771,000030,4900031273,000003,R,C,30.0,ST,33346.2,USD,20040126,060106,P-104,601,00000000, 
0000009771,000040,0080013245,000040,J,C,47.0,ST,0.0, ,20040123,060139, ,601,00000000, 
0000009771,000040,0090034372,000040,M,C,47.0,ST,151152.0,USD,20040127,060252, , ,00000000,L
0000009771,000040,4900031273,000004,R,C,47.0,ST,59501.06,USD,20040126,060106,P-101,601,00000000, 
0000009772,000010,0080013246,000010,J,C,4.0,ST,0.0, ,20040126,040244, ,601,00000000, 
0000009772,000010,0090034373,000010,M,C,4.0,ST,4928.8,EUR,20040128,040046, , ,00000000,L
0000009772,000010,4900031275,000001,R,C,4.0,ST,2290.59,EUR,20040127,040123,R-1141,601,00000000, 
0000009773,000010,0080013247,000010,J,C,20.0,ST,0.0, ,20040126,040256, ,601,00000000, 
0000009773,000010,0090034374,000010,M,C,20.0,ST,24644.0,EUR,20040128,040238, , ,00000000,L
0000009773,000010,4900031276,000001,R,C,20.0,ST,11452.97,EUR,20040127,040203,R-1141,601,00000000, 
0000009774,000010,0080013249,000010,J,C,5.0,ST,0.0, ,20040126,060053, ,601,00000000, 
0000009774,000010,0090034376,000010,M,C,5.0,ST,2796.5,USD,20040128,060146, , ,00000000,L
0000009774,000010,4900031278,000001,R,C,5.0,ST,750.0,USD,20040127,060222,R-1141,601,00000000, 
0000009775,000010,0080013250,000010,J,C,26.0,ST,0.0, ,20040126,060056, ,601,00000000, 
0000009775,000010,0090034377,000010,M,C,26.0,ST,15600.0,USD,20040128,060215, , ,00000000,L
0000009775,000010,4900031279,000001,R,C,26.0,ST,3900.0,USD,20040127,060242,R-1141,601,00000000, 
0000009776,000010,0080013248,000010,J,C,4.0,ST,0.0, ,20040126,040258, ,601,00000000, 
0000009776,000010,0090034375,000010,M,C,4.0,ST,2597.2,EUR,20040128,040243, , ,00000000,L
0000009776,000010,4900031277,000001,R,C,4.0,ST,766.93,EUR,20040127,040212,R-1140,601,00000000, 
0000009777,000010,0080013251,000010,J,C,6.0,ST,0.0, ,20040126,060058, ,601,00000000, 
0000009777,000010,0090034378,000010,M,C,6.0,ST,3954.0,USD,20040128,060219, , ,00000000,L
0000009777,000010,4900031280,000001,R,C,6.0,ST,2250.0,USD,20040127,060246,R-1140,601,00000000, 
0000009778,000010,0080013252,000010,J,C,33.0,ST,0.0, ,20040126,060059, ,601,00000000, 
0000009778,000010,0090034379,000010,M,C,33.0,ST,17133.6,USD,20040128,060225, , ,00000000,L
0000009778,000010,4900031281,000001,R,C,33.0,ST,12375.0,USD,20040127,060249,R-1140,601,00000000, 
0000009779,000010,0080013253,000010,J,C,419.0,ST,0.0, ,20040128,060103, ,601,00000000, 
0000009779,000010,0090034380,000010,M,C,419.0,ST,62431.0,USD,20040130,060024, , ,00000000,L
0000009779,000010,4900031282,000001,R,C,419.0,ST,20950.0,USD,20040129,060141,1400-400,601,00000000, 
0000009779,000020,0080013253,000020,J,C,916.0,ST,0.0, ,20040128,060104, ,601,00000000, 
0000009779,000020,0090034380,000020,M,C,916.0,ST,50380.0,USD,20040130,060024, , ,00000000,L
0000009779,000020,4900031282,000002,R,C,916.0,ST,22900.0,USD,20040129,060141,1400-100,601,00000000, 
0000009780,000010,0080013254,000010,J,C,15.0,ST,0.0, ,20040128,060129, ,601,00000000, 
0000009780,000010,0090034381,000010,M,C,15.0,ST,4099.5,USD,20040130,060136, , ,00000000,L
0000009780,000010,4900031283,000001,R,C,15.0,ST,1725.0,USD,20040129,060247,M-13,601,00000000, 
0000009780,000020,0080013254,000020,J,C,11.0,ST,0.0, ,20040128,060129, ,601,00000000, 
0000009780,000020,0090034381,000020,M,C,11.0,ST,7068.6,USD,20040130,060136, , ,00000000,L
0000009780,000020,4900031283,000002,R,C,11.0,ST,3465.0,USD,20040129,060247,M-09,601,00000000, 
0000009780,000030,0080013254,000030,J,C,14.0,ST,0.0, ,20040128,060129, ,601,00000000, 
0000009780,000030,0090034381,000030,M,C,14.0,ST,2093.0,USD,20040130,060136, , ,00000000,L
0000009780,000030,4900031283,000003,R,C,14.0,ST,940.66,USD,20040129,060247,M-05,601,00000000, 
0000009780,000040,0080013254,000040,J,C,8.0,ST,0.0, ,20040128,060129, ,601,00000000, 
0000009780,000040,0090034381,000040,M,C,8.0,ST,2384.0,USD,20040130,060136, , ,00000000,L
0000009780,000040,4900031283,000004,R,C,8.0,ST,1184.8,USD,20040129,060247,M-01,601,00000000, 
0000009781,000010,0080013255,000010,J,C,16.0,ST,0.0, ,20040128,060136, ,601,00000000, 
0000009781,000010,0090034382,000010,M,C,16.0,ST,4716.8,USD,20040130,060145, , ,00000000,L
0000009781,000010,4900031284,000001,R,C,16.0,ST,2161.6,USD,20040129,060300,M-17,601,00000000, 
0000009782,000010,0080013256,000010,J,C,38.0,ST,0.0, ,20040128,060140, ,601,00000000, 
0000009782,000010,0090034383,000010,M,C,38.0,ST,8485.4,USD,20040130,060150, , ,00000000,L
0000009782,000010,4900031285,000001,R,C,38.0,ST,4370.0,USD,20040129,060305,M-13,601,00000000, 
0000009782,000020,0080013256,000020,J,C,29.0,ST,0.0, ,20040128,060140, ,601,00000000, 
0000009782,000020,0090034383,000020,M,C,29.0,ST,3465.5,USD,20040130,060150, , ,00000000,L
0000009782,000020,4900031285,000002,R,C,29.0,ST,1948.51,USD,20040129,060305,M-05,601,00000000, 
0000009782,000030,0080013256,000030,J,C,35.0,ST,0.0, ,20040128,060140, ,601,00000000, 
0000009782,000030,0090034383,000030,M,C,35.0,ST,8960.0,USD,20040130,060150, , ,00000000,L
0000009782,000030,4900031285,000003,R,C,35.0,ST,5183.5,USD,20040129,060305,M-01,601,00000000, 
0000009782,000040,0080013256,000040,J,C,38.0,ST,0.0, ,20040128,060140, ,601,00000000, 
0000009782,000040,0090034383,000040,M,C,38.0,ST,22898.8,USD,20040130,060150, , ,00000000,L
0000009782,000040,4900031285,000004,R,C,38.0,ST,11970.0,USD,20040129,060305,M-09,601,00000000, 
0000009783,000010,0080013257,000010,J,C,42.0,ST,0.0, ,20040128,060143, ,601,00000000, 
0000009783,000010,0090034384,000010,M,C,42.0,ST,10281.6,USD,20040130,060155, , ,00000000,L
0000009783,000010,4900031286,000001,R,C,42.0,ST,5674.2,USD,20040129,060310,M-17,601,00000000, 
0000009786,000010,0080013268,000010,J,C,384.0,ST,0.0, ,20040211,040136, ,601,00000000, 
0000009786,000010,0090034396,000010,M,C,384.0,ST,23020.8,EUR,20040213,040828, , ,00000000,L
0000009786,000010,4900031360,000001,R,C,384.0,ST,6374.4,EUR,20040212,040247,DPC1009,601,00000000, 
0000009786,000020,0080013268,000020,J,C,105.0,ST,0.0, ,20040211,040136, ,601,00000000, 
0000009786,000020,0090034396,000020,M,C,105.0,ST,5617.5,EUR,20040213,040828, , ,00000000,L
0000009786,000020,4900031360,000002,R,C,105.0,ST,3979.49,EUR,20040212,040247,DPC1017,601,00000000, 
0000009786,000030,0080013268,000030,J,C,246.0,ST,0.0, ,20040211,040136, ,601,00000000, 
0000009786,000030,0090034396,000030,M,C,246.0,ST,21992.4,EUR,20040213,040828, , ,00000000,L
0000009786,000030,4900031360,000003,R,C,246.0,ST,8708.4,EUR,20040212,040247,DPC1013,601,00000000, 
0000009786,000040,0080013268,000040,J,C,318.0,ST,0.0, ,20040211,040136, ,601,00000000, 
0000009786,000040,0090034396,000040,M,C,318.0,ST,70246.2,EUR,20040213,040828, , ,00000000,L
0000009786,000040,4900031360,000004,R,C,318.0,ST,50212.2,EUR,20040212,040247,DPC1002,601,00000000, 
0000009787,000010,0080013272,000010,J,C,132.0,ST,0.0, ,20040211,060053, ,601,00000000, 
0000009787,000010,0090034400,000010,M,C,132.0,ST,7062.0,USD,20040213,060150, , ,00000000,L
0000009787,000010,4900031367,000001,R,C,132.0,ST,2791.8,USD,20040212,060133,DPC1017,601,00000000, 
0000009787,000020,0080013272,000020,J,C,397.0,ST,0.0, ,20040211,060053, ,601,00000000, 
0000009787,000020,0090034400,000020,M,C,397.0,ST,87697.3,USD,20040213,060150, , ,00000000,L
0000009787,000020,4900031367,000002,R,C,397.0,ST,48831.0,USD,20040212,060133,DPC1002,601,00000000, 
0000009787,000030,0080013272,000030,J,C,521.0,ST,0.0, ,20040211,060053, ,601,00000000, 
0000009787,000030,0090034400,000030,M,C,521.0,ST,31233.95,USD,20040213,060150, , ,00000000,L
0000009787,000030,4900031367,000003,R,C,521.0,ST,16151.0,USD,20040212,060133,DPC1009,601,00000000, 
0000009787,000040,0080013272,000040,J,C,314.0,ST,0.0, ,20040211,060053, ,601,00000000, 
0000009787,000040,0090034400,000040,M,C,314.0,ST,28071.6,USD,20040213,060150, , ,00000000,L
0000009787,000040,4900031367,000004,R,C,314.0,ST,14130.0,USD,20040212,060133,DPC1013,601,00000000, 
0000009788,000010,0080013276,000010,J,C,344.0,ST,0.0, ,20040213,040457, ,601,00000000, 
0000009788,000010,0090034404,000010,M,C,344.0,ST,103200.0,EUR,20040217,040140, , ,00000000,L
0000009788,000010,4900031381,000001,R,C,344.0,ST,7915.44,EUR,20040216,040335,1400-400,601,00000000, 
0000009788,000020,0080013276,000020,J,C,754.0,ST,0.0, ,20040213,040507, ,601,00000000, 
0000009788,000020,0090034404,000020,M,C,754.0,ST,45240.0,EUR,20040217,040140, , ,00000000,L
0000009788,000020,4900031381,000002,R,C,754.0,ST,16965.0,EUR,20040216,040335,1400-100,601,00000000, 
0000009789,000010,0080013277,000010,J,C,13.0,ST,0.0, ,20040213,040705, ,601,00000000, 
